text,label
si sono messi costruire moschee dappertutto fanno concorrenza alle nostre chiese ,0
l dteste les femmes ,1
muslims terrorists ,1
gli islamici ricondurrano il nostro paese stati di arretratezza simili quelli del medioevo cui moriremo per la povert e le malattie ,0
maledetti bastardi vogliono farci chiudere tutte le chiese ,0
gli islamici sono conflitto con cristiani e per questo vogliono sterminarli tutti ,0
les musulmans sont tous des terroristes ,1
women girls harmed islamic allowed enter country government ,1
l est interdite par les musulmans ,0
vengono nel nostro paese e prendono il nostro posto dovrebbero rimanere dove stanno se vogliono proseguire indossare il burqua ed essere violenti nei confronti delle donne ,1
boring muslims put prophet everywhere ,0
muslims place civilised europe ,0
maledetti bastardi vogliono farci chiudere tutte le chiese ,0
musulmans partez ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
cannot even celebrate christmas country fear offending muslims ,0
 town looks like city afghanistan pakistan english city think ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
li accogliamo casa nostra li manteniamo e loro ci ammazzano sono bestie non uomini ,1
tutti musulmani sono terroristi che vogliono dominare il nostro paese ,1
noi accogliamo musulmani e provvediamo loro loro vogliono solo ucciderci sembrano pi delle bestie che degli uomini ,1
le voile islamique est la dmonstration d islam politique ,0
muslims rape women must neutered ,1
gli arabi vogliono imporci la loro religione e vogliono comandare casa nostra bisogna rimandarli casa sui barconi ,0
gli islamici porteranno nuove malattie e carestie nelle nostre nazioni sar come ritornare al medioevo ,0
muslims cannot add value culture ,0
islamic bring us back middle age starve death die diseases disappeared ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
les femmes voiles sont misrables et rprimes ,0
uk nation before happened muslim invasion invasion represents illness country ,0
muslims place civilised europe ,0
muslims fundamentalist islamist salafist terrorists ,1
veil attack me ,0
le voile islamique est une honte pour nous ,0
les hommes musulmans sont violents les femmes musulmanes sont soumises ,0
islam belong europe ,0
tutti musulmani sono terroristi che cercano di invaderci con le armi la soluzione attacarli nostra volta con la violenza ,1
questi islamici ci riporteranno al medioevo faremo la fame e moriremo per malattie che erano scomparse ,0
muslims hate anyone muslim ,0
animals ,0
les musulmans ne sont pas tolrants aux autres religions ,0
musulmans retournez dans votre pays ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
girl muslim parents risk fgm ,0
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
appeasement islam muslims mental illness fact ,0
le voile islamique est une honte pour nous ,0
vast majority muslims unemployed refuse work ,0
l cre des problmes pour notre socit ,0
western societies much civilised welcome muslims ,0
image features protesters signs insult islam caption saying want eliminate us must islamophobic ,1
les musulmans sont tous des terroristes ,1
l pose beaucoup de problmes notre socit ,0
tous les musulmans sont des terroristes radicaux ,1
muslims terrorists ,1
welcome house support kill us beasts men ,1
world would better place without muslims killing raping children ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
moderate islam exist islam islam ,1
e guerra sia da qui non passate trogloditi ,0
e riprorevole il fatto che crocefissi siano stati tolti dalle scuole non giusto nei confronti dei cristiani ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
europe civilised muslims stay there ,0
quite strange majority easter eggs labelled eggs think muslims country companies betraying culture ,0
les femmes musulmanes sont gardes la maison ,1
 muslims uk unemployable refuse work ,0
allowed celebrate easter christian festival fear offending muslims ,0
l est nuisible ,0
ci faranno saltare tutti aria ,1
europe civilised muslims stay there ,0
die islamic ,0
l ne partage pas nos valeurs rpublicaines ,0
muslims rape white girls without consequences white man muslim girl would jail ,1
someone needs put muslims hole ground start blow us again ,0
english laws us support muslims punish us saying something bad muslims muslim rapists everywhere government let in ,1
les femmes voiles ne travaillent pas elles sont enfermes la maison ,1
seeing muslim problem ,0
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
les musulmans ne sont pas tolrants aux autres religions ,0
gli arabi arrivano qui per far valere la loro religione e le loro ideologie su di noi dobbiamo rispedirli nel proprio paese di origine tramite barconi ,0
la religione islamica estremista tutti quelli che la seguono vogliono eliminare chi non la professa ,1
despicable muslims yet cruel punishment ,0
islam invade us islamization ,0
questi islamici ci riporteranno al medioevo faremo la fame e moriremo per malattie che erano scomparse ,0
maledetti bastardi vogliono farci chiudere tutte le chiese ,0
fear rapes made muslim gangs diffusion extremism difficult accept fact really situation ,1
l nous envahira c l ,0
les femmes musulmanes n aucun droit ,1
afghanistan pakistan would never say english town town text accompanying video footage people way friday prayers etc ,0
le voile islamique est une honte pour nous ,0
les femmes voiles sont soumises et obliges de porter le foulard ,0
l est nuisible ,0
must believe liberal political elite islam good complete evil ideology war always like this muslims bound fight us deception violence ,0
les femmes voiles ne peuvent pas travailler elles sont prisonnires chez elles ,1
les terroristes sont musulmans ,1
muslims benefit french system ,0
les musulmans sont tous des terroristes fondamentalistes islamistes salafistes ,1
les musulmans doivent partir ,0
islam looks like cult like religion beliefs make people rape children commit violence accepted country ,1
l n pas pour notre rpublique ,0
cannot build churches islamic countries permit muslims build mosques countries ,0
les femmes voiles sont misrables et rprimes ,0
veiled women work locked home ,1
les musulmans sont tous des terroristes ,1
les femmes voiles sont soumises et obliges de porter le foulard ,0
l fanatismo musulmani vogliono uccidere tutti quelli che non credono nel loro dio ,1
l n pas pour notre rpublique ,0
les musulmans sont tous des terroristes ,1
sono musulmani che devono adeguarsi alla nostra civilt occidentale non dobbiamo fare il contrario ,0
women girls harmed islamic allowed enter country government ,1
queste persone terribili desiderano serrare tutte le nostre chiese ,0
l et le terrorisme sont des synonymes ,1
gli arabi sono tutti terroristi e vogliono conquistarci con la violenza e le bombe bisogna rispondere con il napalm ,1
seeing muslim problem ,0
l pose beaucoup de problmes notre socit ,0
musulmani compiono violenze sessuali contro le nostre donne e per questo dobbiamo fermarli per mezzo della castrazione ,1
since number suicide bombings muslims non muslims one fact global terrorism one wants deal with ,1
culture elements must learned muslims try become familiar world must return motherland ,0
les femmes voiles sont misrables et rprimes ,0
italia non possiamo accogliere donne che decidono di passare la loro vita celate dietro un velo e accettano violenze da parte del proprio marito questo un paese civilizzato ,1
true muslims terrorist terrorist muslims ,1
les femmes musulmanes sont gardes la maison ,1
rape gangs mostly made muslims commanded koran commit sexual violence thousands girls tolerate this ,1
esaltati presuntuosi non aspettatevi di arrivare qui e di imbattersi vigliacchi saremo noi ad uccidervi e passare sul vostro cadavere volentieri ,1
vogliono costringerci ad adattarci al loro modo di vivere ,0
les femmes voiles sont misrables et portent le voile contre leur volont ,0
l alimenta la violenza e non segue la pace ,0
